5.850093	14.396191
1.741081	25.768303
1.473128	4.976959
5.316630	17.135533
4.507889	10.563677
8.759728	21.800287
4.620808	7.059847
2.662130	8.918424
7.372057	1.686453
5.879086	25.735496
4.579608	28.474685
5.724052	10.840175
7.515488	10.366832
1.474960	28.487503
4.265572	2.111270
8.216803	17.461470
1.555528	15.117649
5.170141	19.889523
4.717246	13.249428
1.959899	22.839442
5.725883	1.515244
8.421583	3.699759
4.402631	21.992553
8.062380	25.578784
7.522202	20.584429
3.366894	4.972869
6.957610	27.744072
7.273019	23.071993
5.978271	19.041719
1.842708	12.137211
6.846126	7.538957
9.045289	8.473403
5.677755	29.295938
2.000000	20.000000
3.089785	17.962371
8.266854	28.772240
3.096377	28.683432
1.000882	8.708762
4.968108	23.800775
8.632466	14.745018
1.316263	17.298349
7.043147	15.906430
2.175665	1.978515
4.003927	15.506366
3.008103	14.005301
5.733512	8.068575
3.842494	26.643300
3.184921	22.907468
6.000372	5.000940
3.364055	25.441023
6.935331	11.930601
6.855586	13.654042
3.815503	12.004704
9.000981	1.945555
3.427656	20.685141
6.000718	22.355296
8.486346	12.577572
9.358721	27.111637
1.005081	21.509577
2.091464	7.003747
7.552873	5.908628
4.807468	5.127750
7.212976	18.534074
3.917051	29.623707
8.953215	24.205887
4.381039	18.817222
3.401709	7.177740
6.030702	3.008804
1.426740	10.445454
2.440339	3.499094
2.105564	24.234349
6.959450	24.556127
4.064058	8.526566
8.979363	10.102969
8.950194	6.370373
6.527500	9.307321
2.508691	16.205661
5.500836	27.106267
5.657118	16.063829
3.074740	10.189622
6.476333	17.209229
3.712271	24.385113
4.145634	3.495499
5.354778	18.100742
8.042232	26.716526
1.719138	27.249672
1.277169	13.295065
5.538893	21.088339
6.976333	2.609546
6.740117	21.456526
6.334236	6.443678
6.716306	29.362462
7.671560	8.711509
5.998202	23.554802
3.294748	27.494534
5.504910	28.233894
7.463332	4.441182
4.324381	9.478744
8.027284	13.452156
8.911405	19.299905
